Sale ID,Salesperson,First Name,Last Name,VIP,Date of Birth,Gender,Country,Item Quantity,Item Price,Item Colour,Item Size,Item Range,Item COGS,Item Profit,PurchaseDate
989,9,Sammy,van Oost,Y,11/04/1984,M,United Kingdom,6,200.34,COLOUR-GREEN,SIZE-L,RANGE-JACKET,94.1598,106.1802,12/09/2014
990,8,Francesco,Mcfadden,N,22/08/1949,M,United Kingdom,2,52.36,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,30.8924,21.4676,10/05/2014
991,2,Jaunita,Sol,Y,9/12/1940,F,Australia,9,360.81,COLOUR-WHITE,SIZE-S,RANGE-OTHER,252.567,108.243,12/05/2014
992,10,Victor,Rice,Y,8/11/1939,M,New Zealand,3,113.1,COLOUR-BLACK,SIZE-L,RANGE-JACKET,76.908,36.192,25/04/2014
993,3,Everett,Williamson,N,1/06/1934,M,New Zealand,2,15.72,COLOUR-BLACK,SIZE-L,RANGE-OTHER,13.5192,2.2008,13/06/2014
994,9,Gertie,van Rorincx,N,24/11/1945,F,United Kingdom,6,87.6,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,70.956,16.644,23/05/2014
995,8,Danica,de Brijn,Y,15/01/1978,F,Australia,9,65.34,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,36.5904,28.7496,21/09/2014
996,4,Jacob,Cornelissen,Y,29/12/1981,M,United States,9,99.18,COLOUR-BLUE,SIZE-M,RANGE-OTHER,48.5982,50.5818,18/06/2014
997,5,Aurelio,Arias,N,24/12/1964,M,New Zealand,10,35.5,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,20.945,14.555,16/07/2014
998,6,Danny,Foreman,N,14/07/1941,M,Australia,4,16.56,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,12.9168,3.6432,14/03/2014
999,5,Lanora,van der Toorn,N,2/07/1935,F,New Zealand,6,44.94,COLOUR-BLUE,SIZE-L,RANGE-SHIRT,20.6724,24.2676,26/11/2013
1000,7,Bradford,Rivas,Y,10/02/1979,M,New Zealand,2,39.86,COLOUR-WHITE,SIZE-S,RANGE-OTHER,32.2866,7.5734,22/09/2014
1001,6,Fawn,Wynn,Y,12/09/1988,F,Australia,2,3.9,COLOUR-BLACK,SIZE-L,RANGE-SHIRT,2.73,1.17,23/01/2014
1002,10,Jaleesa,Stevens,Y,11/12/1938,F,Australia,8,220,COLOUR-WHITE,SIZE-S,RANGE-OTHER,118.8,101.2,14/12/2013
1003,1,Nathaniel,Grijns,N,18/04/1957,M,United Kingdom,8,183.12,COLOUR-BLACK,SIZE-S,RANGE-SHIRT,113.5344,69.5856,10/01/2014
1004,3,Gracia,Hanson,N,15/02/1988,F,Australia,4,22.6,COLOUR-WHITE,SIZE-S,RANGE-JACKET,16.95,5.65,15/10/2013
1005,6,Enriqueta,Hanson,Y,14/11/1936,F,United Kingdom,10,107.3,COLOUR-GREEN,SIZE-L,RANGE-JACKET,50.431,56.869,15/09/2014
1006,3,Temika,Deutschmann,Y,9/12/1986,F,United States,7,17.5,COLOUR-BLACK,SIZE-XL,RANGE-PANT,13.65,3.85,20/07/2014
1007,6,Hee,Olsen,N,27/01/1994,F,United Kingdom,1,69.9,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,34.251,35.649,15/03/2014
1008,10,Oliva,Anthony,N,30/05/1939,F,New Zealand,9,1001.88,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,791.4852,210.3948,20/06/2014
1009,1,Kasey,Orozco,Y,1/02/1963,M,New Zealand,5,125.95,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,78.089,47.861,21/05/2014
1010,5,Gilberto,Paton,N,2/06/1952,M,United Kingdom,10,102.7,COLOUR-BLACK,SIZE-M,RANGE-PANT,65.728,36.972,10/06/2014
1011,3,Narcisa,Renville,Y,4/10/1964,F,New Zealand,1,1.61,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,1.0948,0.5152,27/05/2014
1012,4,Shelby,Bosschaert,Y,25/06/1967,M,New Zealand,4,74.56,COLOUR-BLUE,SIZE-XL,RANGE-PANT,58.1568,16.4032,3/01/2014
1013,10,Edgardo,Harvey,N,8/09/1942,M,United Kingdom,1,2.29,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,1.4427,0.8473,28/09/2014
1014,1,Erasmo,Laponder,N,27/02/1946,M,Australia,5,43.3,COLOUR-GREEN,SIZE-XL,RANGE-PANT,21.65,21.65,17/07/2014
1015,6,Marquitta,Warner,N,11/07/1974,F,United States,2,37.7,COLOUR-WHITE,SIZE-S,RANGE-JACKET,23.751,13.949,10/08/2014
1016,5,Shon,van der Velden,Y,25/08/1948,M,United Kingdom,6,39.72,COLOUR-BLUE,SIZE-L,RANGE-OTHER,20.2572,19.4628,5/03/2014
1017,5,Shaunte,Ophorst,N,20/02/1954,F,New Zealand,7,530.88,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,456.5568,74.3232,7/11/2013
1018,3,Mandy,Todd,N,11/10/1935,F,Australia,7,813.05,COLOUR-BLACK,SIZE-L,RANGE-JACKET,682.962,130.088,19/12/2013
1019,10,Marlon,Padilla,N,22/04/1947,M,United States,9,4228.2,COLOUR-WHITE,SIZE-M,RANGE-JACKET,2198.664,2029.536,17/01/2014
1020,5,Florencio,Schroeder,Y,3/08/1993,M,United Kingdom,2,3.76,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,2.6696,1.0904,5/03/2014
1021,2,Lashay,Hartog,Y,23/09/1951,F,United States,9,20.25,COLOUR-WHITE,SIZE-M,RANGE-OTHER,15.39,4.86,24/02/2014
1022,2,Kasie,Allen,N,2/02/1969,F,United States,3,159.75,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,99.045,60.705,6/11/2013
1023,9,Lesha,van der Vooren,Y,25/10/1941,F,Australia,10,763.8,COLOUR-BLUE,SIZE-M,RANGE-JACKET,435.366,328.434,12/01/2014
1024,3,Michael,Lapperre,Y,11/06/1986,M,United States,5,21.75,COLOUR-BLUE,SIZE-S,RANGE-JACKET,16.53,5.22,10/11/2013
1025,9,Hollis,Kennedy,N,8/08/1991,M,United Kingdom,9,191.43,COLOUR-BLACK,SIZE-XXL,RANGE-OTHER,124.4295,67.0005,25/06/2014
1026,1,Long,Pollard,Y,12/11/1970,M,United States,9,99,COLOUR-BLUE,SIZE-L,RANGE-OTHER,46.53,52.47,28/06/2014
1027,7,Tyrell,Cobb,Y,4/11/1939,M,United Kingdom,5,151.5,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,116.655,34.845,16/07/2014
1028,5,Brook,van Steenis,N,21/08/1942,F,United States,6,169.98,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,120.6858,49.2942,26/04/2014
1029,10,Rory,Rodriquez,Y,18/11/1972,F,Australia,10,444.5,COLOUR-BLACK,SIZE-L,RANGE-OTHER,328.93,115.57,16/08/2014
1030,1,Sunshine,Poole,N,17/07/1939,F,United Kingdom,4,3.92,COLOUR-GREEN,SIZE-XL,RANGE-PANT,2.7832,1.1368,29/01/2014
1031,5,Clarita,Ulrich,Y,13/01/1993,F,New Zealand,1,39,COLOUR-WHITE,SIZE-M,RANGE-OTHER,33.54,5.46,14/11/2013
1032,10,Lanie,Gaines,Y,2/02/1981,F,United Kingdom,1,3.99,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,2.8728,1.1172,29/05/2014
1033,7,Barbera,Moran,Y,6/07/1938,F,New Zealand,5,10.5,COLOUR-BLACK,SIZE-S,RANGE-OTHER,7.14,3.36,17/03/2014
1034,8,Brittny,van Munnik,N,13/12/1989,F,New Zealand,9,70.38,COLOUR-BLACK,SIZE-M,RANGE-JACKET,52.785,17.595,6/01/2014
1035,7,Elwood,Bleijenberg,N,28/04/1961,M,United Kingdom,7,148.89,COLOUR-GREEN,SIZE-S,RANGE-JACKET,87.8451,61.0449,30/08/2014
1036,3,Miriam,Le,N,30/08/1978,F,United Kingdom,9,735.84,COLOUR-BLACK,SIZE-L,RANGE-OTHER,426.7872,309.0528,24/06/2014
1037,10,Arlene,Mcpherson,Y,26/10/1974,F,Australia,9,332.82,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,159.7536,173.0664,10/01/2014
1038,6,Shanna,Nedermeyer,Y,3/01/1974,F,United Kingdom,4,68.88,COLOUR-GREEN,SIZE-S,RANGE-PANT,47.5272,21.3528,29/03/2014
1039,8,Lyman,Rivera,Y,17/10/1946,M,United Kingdom,9,24.48,COLOUR-GREEN,SIZE-M,RANGE-JACKET,12.9744,11.5056,5/02/2014
1040,4,Fletcher,Herrera,Y,14/01/1965,M,New Zealand,1,45.58,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,32.8176,12.7624,24/07/2014
1041,8,Everette,Bos,Y,29/10/1985,M,New Zealand,9,788.22,COLOUR-BLUE,SIZE-L,RANGE-PANT,614.8116,173.4084,23/07/2014
1042,4,Virgilio,Zuniga,N,22/10/1979,M,Australia,2,6.24,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,3.0576,3.1824,10/06/2014
1043,1,Teddy,Bullock,N,30/07/1939,M,Australia,6,20.16,COLOUR-WHITE,SIZE-L,RANGE-OTHER,13.104,7.056,31/07/2014
1044,3,Jacinto,Adelaer,N,20/06/1953,M,New Zealand,7,67.2,COLOUR-GREEN,SIZE-XL,RANGE-PANT,37.632,29.568,19/05/2014
1045,6,Miyoko,Erickson,Y,2/05/1970,F,United States,6,6.3,COLOUR-WHITE,SIZE-M,RANGE-OTHER,4.788,1.512,26/12/2013
1046,4,Grover,Ali,N,21/05/1947,M,United Kingdom,1,2.72,COLOUR-BLUE,SIZE-S,RANGE-JACKET,1.2784,1.4416,24/11/2013
1047,4,Adrianna,van Barneveld,N,18/12/1986,F,United Kingdom,1,4.24,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,2.7136,1.5264,11/06/2014
1048,10,Debbi,van Tol,N,13/12/1986,F,Australia,3,221.85,COLOUR-GREEN,SIZE-S,RANGE-OTHER,139.7655,82.0845,29/01/2014
1049,9,Reynaldo,Salinas,N,23/08/1972,M,United Kingdom,2,22.04,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,15.2076,6.8324,13/05/2014
1050,1,Kelli,Jans,N,6/02/1966,F,New Zealand,1,4.95,COLOUR-BLUE,SIZE-L,RANGE-OTHER,4.158,0.792,29/06/2014
1051,6,Courtney,Markus,Y,27/05/1935,M,New Zealand,6,88.62,COLOUR-WHITE,SIZE-S,RANGE-PANT,61.1478,27.4722,1/11/2013
1052,1,Roseanne,Hendricks,N,20/04/1954,F,United Kingdom,3,15.33,COLOUR-WHITE,SIZE-M,RANGE-PANT,10.1178,5.2122,26/09/2014
1053,8,Devin,Powers,Y,11/06/1956,M,Australia,4,38.08,COLOUR-WHITE,SIZE-S,RANGE-SHIRT,32.368,5.712,30/09/2013
1054,3,Forrest,Armstrong,N,24/04/1993,M,United Kingdom,5,287.7,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,218.652,69.048,27/07/2014
1055,6,Felecia,Wilkinson,N,6/12/1943,F,New Zealand,7,7.7,COLOUR-GREEN,SIZE-S,RANGE-SHIRT,4.004,3.696,5/08/2014
1056,8,Elbert,Day,Y,12/01/1973,M,United States,10,124.9,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,83.683,41.217,28/12/2013
1057,2,Candis,Frederick,N,16/11/1957,F,Australia,10,61,COLOUR-GREEN,SIZE-L,RANGE-JACKET,52.46,8.54,18/07/2014
1058,7,Isidro,Ho,N,12/04/1981,M,United Kingdom,3,31.98,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,26.5434,5.4366,8/02/2014
1059,3,Glenn,Marquez,N,7/08/1961,M,New Zealand,2,2.58,COLOUR-WHITE,SIZE-L,RANGE-PANT,1.161,1.419,13/10/2013
1060,8,Christene,Ploegh,N,3/12/1992,F,United Kingdom,5,64.15,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,49.3955,14.7545,11/02/2014
1061,2,Wilfred,Dafel,N,27/12/1973,M,United States,5,217.75,COLOUR-BLACK,SIZE-L,RANGE-PANT,169.845,47.905,4/09/2014
1062,2,Derrick,Koren,Y,24/03/1957,M,Australia,1,14.99,COLOUR-GREEN,SIZE-L,RANGE-OTHER,9.8934,5.0966,7/05/2014
1063,4,Stanley,Evans,N,17/06/1946,M,New Zealand,8,1091.76,COLOUR-BLACK,SIZE-M,RANGE-SHIRT,938.9136,152.8464,28/12/2013
1064,4,Ignacia,Bautista,Y,9/06/1942,F,United Kingdom,8,58.48,COLOUR-WHITE,SIZE-S,RANGE-JACKET,40.936,17.544,4/02/2014
1065,10,Elvin,Koetsier,N,14/11/1992,M,United Kingdom,1,2.44,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,1.9032,0.5368,7/07/2014
1066,2,Armand,Walters,N,19/05/1992,M,United Kingdom,2,5.64,COLOUR-WHITE,SIZE-L,RANGE-PANT,2.7636,2.8764,8/06/2014
1067,9,Cassondra,van Oost,N,29/09/1934,F,United Kingdom,9,22.41,COLOUR-BLACK,SIZE-XL,RANGE-PANT,15.4629,6.9471,18/01/2014
1068,7,Dustin,Carlson,N,14/08/1996,M,Australia,5,35,COLOUR-BLUE,SIZE-S,RANGE-OTHER,27.65,7.35,19/02/2014
1069,8,Kory,van Viegen,Y,4/07/1945,M,United Kingdom,9,63.9,COLOUR-BLACK,SIZE-XL,RANGE-JACKET,47.286,16.614,24/07/2014
1070,3,Rory,van Westhrenen,Y,22/09/1946,M,United States,10,405.3,COLOUR-GREEN,SIZE-XL,RANGE-PANT,214.809,190.491,24/06/2014
1071,7,Kathleen,Chapman,Y,9/07/1942,F,United States,1,3.69,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,1.7343,1.9557,7/03/2014
1072,7,Jonell,van Seumeren,Y,21/02/1990,F,United States,4,65,COLOUR-WHITE,SIZE-L,RANGE-SHIRT,46.8,18.2,23/10/2013
1073,5,Jim,Lynn,N,13/11/1988,M,New Zealand,2,3.6,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,1.728,1.872,19/05/2014
1074,1,Delinda,Koetsier,Y,20/11/1935,F,New Zealand,10,49.9,COLOUR-BLACK,SIZE-M,RANGE-PANT,39.421,10.479,13/07/2014
1075,8,Dannette,Buckner,N,20/12/1994,F,Australia,6,23.94,COLOUR-WHITE,SIZE-XXL,RANGE-SHIRT,10.773,13.167,22/04/2014
1076,5,Elmer,Nieuwenhoven,N,18/02/1953,M,New Zealand,3,116.16,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,82.4736,33.6864,28/05/2014
1077,10,Cherlyn,Bright,N,15/01/1963,F,Australia,2,613.7,COLOUR-BLUE,SIZE-S,RANGE-PANT,460.275,153.425,8/10/2013
1078,4,Octavio,Ali,N,21/11/1969,M,New Zealand,9,907.2,COLOUR-BLACK,SIZE-XXL,RANGE-OTHER,644.112,263.088,3/12/2013
1079,2,Micheal,Honzelaar,N,2/01/1980,F,United Kingdom,2,85.6,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,48.792,36.808,24/05/2014
1080,5,Roberto,Goes,Y,29/07/1935,M,Australia,4,220.72,COLOUR-BLACK,SIZE-S,RANGE-PANT,150.0896,70.6304,22/09/2013
1081,8,Rashad,Louw,Y,30/05/1962,M,United States,8,24.56,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,20.1392,4.4208,26/01/2014
1082,6,Hassie,Sampson,Y,18/09/1950,F,United States,8,659.92,COLOUR-GREEN,SIZE-XL,RANGE-PANT,475.1424,184.7776,18/03/2014
1083,1,Andre,Wassall,Y,11/07/1940,M,United States,9,360.9,COLOUR-BLACK,SIZE-S,RANGE-PANT,313.983,46.917,21/07/2014
1084,8,Rene,de Jongh,N,2/05/1975,M,United Kingdom,9,96.57,COLOUR-GREEN,SIZE-S,RANGE-OTHER,57.942,38.628,2/09/2014
1085,5,Rhonda,Stafford,N,13/12/1963,F,United Kingdom,5,103,COLOUR-BLACK,SIZE-XXL,RANGE-PANT,61.8,41.2,4/08/2014
1086,2,Celestina,Gentry,Y,17/09/1944,F,New Zealand,2,43.16,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,19.422,23.738,10/02/2014
1087,9,Kraig,Mentz,N,31/07/1948,M,New Zealand,2,212,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,139.92,72.08,17/08/2014
1088,9,Arthur,Claes,N,24/04/1989,M,Australia,10,301.8,COLOUR-BLUE,SIZE-XL,RANGE-OTHER,181.08,120.72,15/01/2014
1089,5,Leland,Bowman,Y,28/12/1960,M,United Kingdom,9,297.72,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,163.746,133.974,20/01/2014
1090,7,Jules,Cash,N,17/04/1993,M,New Zealand,6,63.96,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,28.782,35.178,16/03/2014
1091,9,Michael,Phelps,Y,24/10/1976,M,United Kingdom,9,97.47,COLOUR-GREEN,SIZE-L,RANGE-PANT,66.2796,31.1904,16/01/2014
1092,3,Bryant,van Egmond,N,15/09/1965,M,United States,3,75.87,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,36.4176,39.4524,1/06/2014
1093,2,Russell,Sonneveldt,N,7/07/1969,F,Australia,7,95.06,COLOUR-WHITE,SIZE-M,RANGE-OTHER,51.3324,43.7276,3/02/2014
1094,2,Vicenta,Adler,Y,27/05/1977,F,New Zealand,6,264.12,COLOUR-WHITE,SIZE-L,RANGE-PANT,161.1132,103.0068,12/07/2014
1095,9,Irene,Anthonisz,N,3/09/1936,F,Australia,1,0.89,COLOUR-WHITE,SIZE-S,RANGE-PANT,0.6764,0.2136,18/12/2013
1096,8,Marta,Colon,N,2/08/1935,F,United States,1,16,COLOUR-BLACK,SIZE-S,RANGE-PANT,13.6,2.4,27/09/2013
1097,4,Annamarie,Jepson,N,10/11/1984,F,New Zealand,10,534.4,COLOUR-GREEN,SIZE-XL,RANGE-SHIRT,400.8,133.6,13/02/2014
1098,4,Isidro,Callahan,N,27/10/1960,M,United Kingdom,9,184.05,COLOUR-WHITE,SIZE-XL,RANGE-PANT,132.516,51.534,16/10/2013
1099,3,Latina,Groenewout,Y,11/11/1948,F,United States,4,119.8,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,56.306,63.494,24/01/2014
1100,1,Estelle,Santana,Y,7/04/1938,F,United States,6,161.94,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,103.6416,58.2984,9/11/2013
1101,10,Floyd,Mcguire,Y,26/04/1968,M,Australia,7,153.79,COLOUR-WHITE,SIZE-S,RANGE-JACKET,115.3425,38.4475,31/07/2014
1102,3,Walton,Waterbloem,N,14/08/1986,M,United Kingdom,8,55.92,COLOUR-BLUE,SIZE-S,RANGE-JACKET,40.2624,15.6576,26/02/2014
1103,1,Sheena,Louw,N,22/02/1953,F,United Kingdom,8,108.8,COLOUR-WHITE,SIZE-XXL,RANGE-OTHER,78.336,30.464,2/10/2013
1104,2,Alisha,Pols,N,28/03/1935,F,United Kingdom,3,5.94,COLOUR-GREEN,SIZE-XXL,RANGE-SHIRT,4.9896,0.9504,2/10/2013
1105,3,Marni,Lin,Y,3/12/1936,F,United States,1,37.64,COLOUR-BLACK,SIZE-L,RANGE-PANT,32.7468,4.8932,21/12/2013
1106,4,Rachael,Schrijvers,Y,28/05/1976,F,United States,2,19.2,COLOUR-WHITE,SIZE-S,RANGE-OTHER,14.208,4.992,17/04/2014
1107,8,Sandy,Maldonado,N,30/01/1949,M,United States,5,303.5,COLOUR-WHITE,SIZE-M,RANGE-OTHER,166.925,136.575,25/09/2014
1108,2,Tyler,Hoffman,N,9/02/1979,M,United Kingdom,9,90.18,COLOUR-GREEN,SIZE-XXL,RANGE-PANT,50.5008,39.6792,25/08/2014
1109,8,Song,Fischer,N,29/08/1949,F,United Kingdom,1,3,COLOUR-GREEN,SIZE-XXL,RANGE-JACKET,2.28,0.72,18/04/2014
1110,1,Rebecka,Reilly,Y,29/04/1968,F,Australia,7,1135.12,COLOUR-BLACK,SIZE-L,RANGE-JACKET,749.1792,385.9408,24/06/2014
1111,1,Elvis,Witt,N,15/10/1947,M,New Zealand,3,56.64,COLOUR-BLUE,SIZE-XXL,RANGE-PANT,30.5856,26.0544,22/08/2014
1112,4,Paris,Hall,Y,25/09/1980,F,United Kingdom,4,106.08,COLOUR-WHITE,SIZE-XXL,RANGE-PANT,70.0128,36.0672,10/03/2014
1113,9,Pearline,Escobar,Y,13/05/1980,F,United Kingdom,8,128.8,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,60.536,68.264,22/12/2013
1114,4,Jerald,Grandia,Y,15/09/1970,M,New Zealand,3,6.75,COLOUR-WHITE,SIZE-S,RANGE-JACKET,3.645,3.105,16/01/2014
1115,7,Latosha,Dunlop,Y,9/01/1968,F,Australia,2,69.28,COLOUR-BLUE,SIZE-M,RANGE-OTHER,33.2544,36.0256,9/12/2013
1116,10,Angelo,Sloan,Y,17/02/1948,F,United Kingdom,1,0.85,COLOUR-WHITE,SIZE-L,RANGE-OTHER,0.6545,0.1955,16/04/2014
1117,6,Neomi,Adenrock,N,23/03/1961,F,United Kingdom,3,29.85,COLOUR-WHITE,SIZE-S,RANGE-PANT,23.283,6.567,24/01/2014
1118,4,Robert,Reese,Y,28/09/1943,M,Australia,3,7.5,COLOUR-BLACK,SIZE-L,RANGE-JACKET,6.075,1.425,12/06/2014
1119,9,Cathy,Stewart,Y,26/01/1977,F,United Kingdom,1,10.03,COLOUR-BLACK,SIZE-XL,RANGE-SHIRT,4.8144,5.2156,4/03/2014
1120,6,Bernardine,Leonard,N,5/05/1982,F,Australia,3,94.8,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,65.412,29.388,7/12/2013
1121,5,Jeffry,Watt,Y,10/04/1946,M,Australia,5,86.9,COLOUR-GREEN,SIZE-XL,RANGE-PANT,64.306,22.594,16/08/2014
1122,5,Ervin,van Ijzendoorn,Y,5/04/1949,M,United States,8,160.24,COLOUR-BLUE,SIZE-M,RANGE-JACKET,81.7224,78.5176,18/08/2014
1123,10,Mickie,Dawson,Y,8/12/1976,F,United States,2,132.3,COLOUR-GREEN,SIZE-L,RANGE-JACKET,96.579,35.721,7/04/2014
1124,8,Phyliss,de Heus,Y,26/11/1943,F,New Zealand,3,13.17,COLOUR-GREEN,SIZE-S,RANGE-OTHER,8.6922,4.4778,26/09/2014
1125,10,Inger,Uijttenbogaard,N,7/09/1949,F,Australia,8,21.6,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,11.232,10.368,20/02/2014
1126,8,Shirlee,Anthony,N,30/07/1970,F,United States,5,180,COLOUR-BLACK,SIZE-L,RANGE-JACKET,81,99,26/10/2013
1127,1,Maire,Wallace,Y,27/05/1988,F,United Kingdom,10,255,COLOUR-BLUE,SIZE-M,RANGE-OTHER,160.65,94.35,3/01/2014
1128,3,Richard,Druppers,N,5/01/1967,M,United Kingdom,7,243.11,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,170.177,72.933,30/06/2014
1129,4,Shelby,Snider,N,19/09/1957,M,United States,2,2.36,COLOUR-WHITE,SIZE-L,RANGE-OTHER,1.2744,1.0856,11/04/2014
1130,6,Sabina,Small,Y,31/10/1996,F,New Zealand,4,316,COLOUR-GREEN,SIZE-L,RANGE-SHIRT,205.4,110.6,22/02/2014
1131,5,Freddy,Salazar,Y,3/10/1957,M,United Kingdom,8,481.76,COLOUR-BLUE,SIZE-XXL,RANGE-OTHER,221.6096,260.1504,10/01/2014
1132,9,Ali,Bonilla,Y,8/10/1935,M,Australia,7,19.74,COLOUR-BLACK,SIZE-M,RANGE-JACKET,13.0284,6.7116,30/07/2014
1133,3,Marcelene,Vaughn,N,26/03/1947,F,United States,6,75.24,COLOUR-WHITE,SIZE-L,RANGE-JACKET,40.6296,34.6104,27/12/2013
1134,4,Elroy,Whitehead,N,18/12/1941,M,Australia,5,72.05,COLOUR-WHITE,SIZE-S,RANGE-JACKET,34.584,37.466,24/06/2014
1135,5,Duncan,Nguyen,N,24/02/1993,M,United States,5,74.55,COLOUR-BLACK,SIZE-L,RANGE-JACKET,39.5115,35.0385,16/08/2014
1136,6,Romaine,Valdez,Y,31/05/1955,F,New Zealand,4,107,COLOUR-BLUE,SIZE-XXL,RANGE-JACKET,84.53,22.47,28/07/2014
1137,4,Gary,van Zanten,N,29/05/1943,M,Australia,1,24.04,COLOUR-WHITE,SIZE-M,RANGE-OTHER,16.828,7.212,5/09/2014
1138,10,Celestine,Kerr,N,22/02/1958,F,Australia,2,63.32,COLOUR-BLUE,SIZE-XL,RANGE-SHIRT,48.7564,14.5636,18/11/2013
1139,9,Toney,Hendrickx,N,8/03/1958,M,United Kingdom,1,6.15,COLOUR-WHITE,SIZE-M,RANGE-JACKET,4.3665,1.7835,22/10/2013
1140,2,Brendan,Johnston,N,7/01/1993,M,New Zealand,1,7.5,COLOUR-GREEN,SIZE-L,RANGE-OTHER,3.9,3.6,12/04/2014
1141,7,Ronnie,West,N,7/06/1943,M,United Kingdom,1,4.5,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,2.16,2.34,4/05/2014
1142,8,Brandy,Nel,N,6/10/1987,F,United Kingdom,2,38.2,COLOUR-BLUE,SIZE-XXL,RANGE-SHIRT,29.414,8.786,3/09/2014
1143,7,Henry,Adriaen,N,14/02/1943,M,United States,2,11,COLOUR-WHITE,SIZE-XXL,RANGE-JACKET,8.25,2.75,5/09/2014
1144,2,Lance,Darvill,N,30/03/1987,M,Australia,1,5.95,COLOUR-BLUE,SIZE-XL,RANGE-JACKET,3.2725,2.6775,5/12/2013
1145,6,Domenic,Dejesus,Y,5/02/1939,M,Australia,9,170.55,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,86.9805,83.5695,30/11/2013
1146,3,Mickey,Chung,N,30/12/1967,M,United States,1,29,COLOUR-BLUE,SIZE-M,RANGE-JACKET,13.34,15.66,5/04/2014
1147,8,Linwood,Newton,Y,13/04/1941,M,United States,4,59.6,COLOUR-BLACK,SIZE-XXL,RANGE-JACKET,47.084,12.516,31/01/2014
1148,2,Brock,Whitley,N,4/08/1949,M,New Zealand,3,119.97,COLOUR-BLACK,SIZE-XL,RANGE-OTHER,77.9805,41.9895,11/11/2013
1149,8,Sidney,Treur,Y,26/07/1989,M,Australia,9,63.45,COLOUR-WHITE,SIZE-M,RANGE-SHIRT,46.3185,17.1315,15/04/2014
1150,5,Greta,Davenport,Y,23/02/1955,F,United States,8,624,COLOUR-BLACK,SIZE-L,RANGE-PANT,411.84,212.16,5/10/2013
1151,1,Twanda,Schilp,N,8/04/1990,F,New Zealand,7,64.75,COLOUR-GREEN,SIZE-L,RANGE-PANT,37.555,27.195,8/04/2014
1152,3,Junior,Shepherd,N,7/09/1974,M,New Zealand,1,25.59,COLOUR-GREEN,SIZE-S,RANGE-JACKET,17.6571,7.9329,28/08/2014
1153,3,Gregoria,Gunter,N,2/06/1959,F,New Zealand,5,45.2,COLOUR-BLACK,SIZE-L,RANGE-JACKET,31.64,13.56,13/01/2014
1154,7,Nadia,Sullivan,Y,19/12/1953,F,New Zealand,2,6.18,COLOUR-GREEN,SIZE-XL,RANGE-OTHER,3.5226,2.6574,24/02/2014
1155,6,Sung,Nash,N,13/11/1954,M,Australia,10,290,COLOUR-GREEN,SIZE-M,RANGE-SHIRT,229.1,60.9,7/09/2014
1156,3,Colleen,Krueger,Y,27/11/1993,F,New Zealand,2,8.98,COLOUR-GREEN,SIZE-L,RANGE-PANT,6.1962,2.7838,13/09/2014
1157,3,Eddie,van der Peijl,N,6/11/1939,M,New Zealand,1,15.29,COLOUR-BLUE,SIZE-M,RANGE-SHIRT,9.7856,5.5044,20/03/2014
